Number of header lines; NASA Ames sub-format code,44,3010
Name of data creator,None
Institute of data creator,Data held at British Atmospheric Data Centre (BADC), Rutherford Appleton Laboratory, UK.
Instrument or model name,None
Project name,None
File number; Total number of files,1,1
Starting date of data (YYYY MM DD); File creation date (YYYY MM DD),999 999 999,2021 4 18
Interval between coordinate variable values (zero if not used),0.5,0.5,0
Length of coordinate variables,4,4
Number of coordinate variable values explicity defined in header,3,3
Values of coordinate variable,73.750,74.250,74.750
Values of coordinate variable,33.250,33.750,34.250
Name of coordinate variable (with units) 1,longitude (degrees_east)
Name of coordinate variable (with units) 2,latitude (degrees_north)
Name of coordinate variable (with units) 3,time (days since 1900-1-1)
Number of primary variables defined,1
Scale factors for each primary variable,1
Missing values for each primary variable,-9999.999
Name of primary variable (with units) 1,precipitation (mm/month)
Number of auxiliary variables,0
Number of lines of special comments,12
Special comments line 1,==== Special Comments follow ====
Special comments line 2,=== Additional Variable Attributes defined in the source file ===
Special comments line 3,== Variable attributes from source (NetCDF) file follow ==
Special comments line 4,  Variable pre: precipitation (mm/month)
Special comments line 5,    correlation_decay_distance = 450.0
Special comments line 6,    name = variable_1
Special comments line 7,    _FillValue = -9999.999
Special comments line 8,    datatype = Float
Special comments line 9,    long_name = precipitation
Special comments line 10,    units = mm/month
Special comments line 11,== Variable attributes from source (NetCDF) file end ==
Special comments line 12,==== Special Comments end ====
Number of lines of normal comments,10
Normal comments line 1,Comment = Access to these data is available to any registered CEDA user.
Normal comments line 2,Title = CRU TS4.04
Normal comments line 3,Institution = Data held at British Atmospheric Data Centre, RAL, UK.
Normal comments line 4,Contact = support@ceda.ac.uk
Normal comments line 5,References = Information on the data is available at http://badc.nerc.ac.uk/data/cru/
Normal comments line 6,Calendar = gregorian
Normal comments line 7,Conventions = CF-1.4
Normal comments line 8,Id = none
Normal comments line 9,History = Thu 16 Apr 2020 02:46:38 BST : User ianharris : Program makegridsauto.for called by update.for [2020-11-3 16:7:33] /usr/local/cows_venv_py27/cows_venv/bin/cdscan --exclude stn -x cdmls/cru_ts_4.04_gridded.xml -t time /badc/cru/data/cru_ts/cru_ts_4.04/data/cld/cru_ts4.04.1901.2019.cld.dat.nc /badc/cru/data/cru_ts/cru_ts_4.04/data/dtr/cru_ts4.04.1901.2019.dtr.dat.nc /bad ...
Normal comments line 10,2021-18-53T04:53:06 - Data extracted by Web Processing Service process.
Data section,380.0
Data section,78.7,88.0,89.3,85.8
Data section,76.4,77.9,74.5,68.8
Data section,63.7,52.6,37.0,39.9
Data section,41.7,36.9,30.3,25.1
Data section,410.0
Data section,56.6,61.6,62.6,60.7
Data section,52.9,51.6,51.7,46.4
Data section,43.3,37.4,30.6,28.2
Data section,33.1,29.6,25.6,22.4
Data section,439.0
Data section,50.3,54.9,59.0,55.0
Data section,56.2,55.9,52.2,47.4
Data section,52.6,43.1,30.7,28.6
Data section,36.9,31.0,25.0,21.0
Data section,470.0
Data section,41.4,42.4,43.7,36.6
Data section,57.0,55.0,49.2,42.3
Data section,68.6,59.3,54.1,43.5
Data section,60.6,56.6,50.6,43.9
Data section,500.0
Data section,52.5,57.4,60.5,53.9
Data section,65.4,67.9,63.0,53.3
Data section,67.0,58.6,46.4,41.8
Data section,59.1,52.0,42.5,35.7
Data section,531.0
Data section,49.5,47.0,45.1,43.1
Data section,54.0,47.8,41.5,40.2
Data section,63.0,49.0,43.6,34.8
Data section,60.2,46.9,35.8,28.6
Data section,561.0
Data section,303.5,282.3,230.8,220.1
Data section,278.5,221.9,184.3,176.1
Data section,230.5,191.8,167.5,112.4
Data section,119.3,120.0,97.5,73.1
Data section,592.0
Data section,129.4,115.3,95.3,91.2
Data section,93.8,74.2,64.9,61.3
Data section,65.2,52.2,40.9,31.3
Data section,34.5,32.1,25.3,18.8
Data section,623.0
Data section,53.5,50.8,45.8,45.6
Data section,49.7,41.6,37.5,37.2
Data section,48.1,39.2,36.1,26.3
Data section,36.2,35.5,27.9,21.2
Data section,653.0
Data section,6.3,5.6,5.5,4.8
Data section,7.1,6.4,5.7,4.6
Data section,9.3,7.0,5.9,4.9
Data section,8.5,7.3,6.3,5.4
Data section,684.0
Data section,0.7,0.3,0.2,0.2
Data section,0.4,0.0,0.0,0.0
Data section,0.3,0.0,0.0,0.0
Data section,0.7,0.2,0.1,0.1
Data section,714.0
Data section,5.2,6.6,8.5,9.5
Data section,3.1,3.8,5.2,6.8
Data section,2.3,1.6,1.6,2.7
Data section,2.6,1.6,1.2,1.2
Data section,745.0
Data section,2.4,1.2,0.8,1.1
Data section,1.1,0.2,0.2,0.4
Data section,2.9,0.3,0.0,0.2
Data section,9.3,4.9,1.5,0.3
Data section,775.0
Data section,11.6,10.6,10.2,10.2
Data section,12.8,10.7,10.0,9.3
Data section,15.4,11.6,9.9,8.5
