,Unnamed: 0.1,Unnamed: 0.1.1,DATE,TEMPERATURE
1011,1011,1011,1985-04-30,11.65
1012,1012,1012,1985-05-31,15.14375
1013,1013,1013,1985-06-30,18.61875
1014,1014,1014,1985-07-31,19.79375
1015,1015,1015,1985-08-31,19.21875
1016,1016,1016,1985-09-30,16.925
1017,1017,1017,1985-10-31,11.175
1018,1018,1018,1985-11-30,6.71875
1019,1019,1019,1985-12-31,2.6125
1020,1020,1020,1986-01-31,-1.175
1021,1021,1021,1986-02-28,1.25625
1022,1022,1022,1986-03-31,4.775
1023,1023,1023,1986-04-30,10.325
1024,1024,1024,1986-05-31,13.30625
1025,1025,1025,1986-06-30,18.05
1026,1026,1026,1986-07-31,19.0875
1027,1027,1027,1986-08-31,18.55625
1028,1028,1028,1986-09-30,16.24375
1029,1029,1029,1986-10-31,12.3125
1030,1030,1030,1986-11-30,6.88125
1031,1031,1031,1986-12-31,0.9125
1032,1032,1032,1987-01-31,0.71875
1033,1033,1033,1987-02-28,2.73125
1034,1034,1034,1987-03-31,6.55
1035,1035,1035,1987-04-30,11.275
1036,1036,1036,1987-05-31,11.73125
1037,1037,1037,1987-06-30,17.4375
1038,1038,1038,1987-07-31,19.625
1039,1039,1039,1987-08-31,19.7375
1040,1040,1040,1987-09-30,17.68125
1041,1041,1041,1987-10-31,11.99375
1042,1042,1042,1987-11-30,7.3
1043,1043,1043,1987-12-31,3.03125
1044,1044,1044,1988-01-31,1.90625
1045,1045,1045,1988-02-29,2.875
1046,1046,1046,1988-03-31,5.51875
1047,1047,1047,1988-04-30,12.56875
1048,1048,1048,1988-05-31,16.625
1049,1049,1049,1988-06-30,18.54375
1050,1050,1050,1988-07-31,19.99375
1051,1051,1051,1988-08-31,18.5
1052,1052,1052,1988-09-30,16.6125
1053,1053,1053,1988-10-31,11.65625
1054,1054,1054,1988-11-30,7.4
1055,1055,1055,1988-12-31,3.14375
1056,1056,1056,1989-01-31,-0.80625
1057,1057,1057,1989-02-28,0.35625
1058,1058,1058,1989-03-31,5.525
1059,1059,1059,1989-04-30,9.40625
1060,1060,1060,1989-05-31,14.225
1061,1061,1061,1989-06-30,17.4625
1062,1062,1062,1989-07-31,18.75625
1063,1063,1063,1989-08-31,17.8125
1064,1064,1064,1989-09-30,16.34375
1065,1065,1065,1989-10-31,12.14375
1066,1066,1066,1989-11-30,6.25
1067,1067,1067,1989-12-31,2.7625
1068,1068,1068,1990-01-31,2.19375
1069,1069,1069,1990-02-28,1.725
1070,1070,1070,1990-03-31,4.8125
1071,1071,1071,1990-04-30,10.28125
1072,1072,1072,1990-05-31,16.675
1073,1073,1073,1990-06-30,19.15
1074,1074,1074,1990-07-31,19.79375
1075,1075,1075,1990-08-31,19.1
1076,1076,1076,1990-09-30,17.4375
1077,1077,1077,1990-10-31,11.475
1078,1078,1078,1990-11-30,7.5125
1079,1079,1079,1990-12-31,2.41875
1080,1080,1080,1991-01-31,-0.81875
1081,1081,1081,1991-02-28,0.70625
1082,1082,1082,1991-03-31,5.6375
1083,1083,1083,1991-04-30,9.55
1084,1084,1084,1991-05-31,13.3625
1085,1085,1085,1991-06-30,18.3625
1086,1086,1086,1991-07-31,20.24375
1087,1087,1087,1991-08-31,18.88125
1088,1088,1088,1991-09-30,16.71875
1089,1089,1089,1991-10-31,11.06875
1090,1090,1090,1991-11-30,6.39375
1091,1091,1091,1991-12-31,3.3125
1092,1092,1092,1992-01-31,0.65625
1093,1093,1093,1992-02-29,0.8375
1094,1094,1094,1992-03-31,4.9375
1095,1095,1095,1992-04-30,9.775
1096,1096,1096,1992-05-31,13.06875
1097,1097,1097,1992-06-30,17.8125
1098,1098,1098,1992-07-31,18.925
1099,1099,1099,1992-08-31,18.4125
1100,1100,1100,1992-09-30,15.51875
1101,1101,1101,1992-10-31,11.73125
1102,1102,1102,1992-11-30,6.675
1103,1103,1103,1992-12-31,3.58125
1104,1104,1104,1993-01-31,-0.9
1105,1105,1105,1993-02-28,3.73125
1106,1106,1106,1993-03-31,4.44375
1107,1107,1107,1993-04-30,11.21875
1108,1108,1108,1993-05-31,15.6375
1109,1109,1109,1993-06-30,18.375
1110,1110,1110,1993-07-31,18.55625
1111,1111,1111,1993-08-31,19.19375
1112,1112,1112,1993-09-30,16.425
1113,1113,1113,1993-10-31,11.56875
1114,1114,1114,1993-11-30,7.34375
1115,1115,1115,1993-12-31,3.11875
1116,1116,1116,1994-01-31,0.9375
1117,1117,1117,1994-02-28,0.875
1118,1118,1118,1994-03-31,7.225
1119,1119,1119,1994-04-30,9.63125
1120,1120,1120,1994-05-31,15.00625
1121,1121,1121,1994-06-30,19.0375
1122,1122,1122,1994-07-31,19.55
1123,1123,1123,1994-08-31,18.96875
1124,1124,1124,1994-09-30,15.19375
1125,1125,1125,1994-10-31,10.825
1126,1126,1126,1994-11-30,7.4625
1127,1127,1127,1994-12-31,2.3875
1128,1128,1128,1995-01-31,-1.20625
1129,1129,1129,1995-02-28,1.38125
1130,1130,1130,1995-03-31,4.99375
1131,1131,1131,1995-04-30,8.93125
1132,1132,1132,1995-05-31,15.0375
1133,1133,1133,1995-06-30,19.11875
1134,1134,1134,1995-07-31,19.44375
1135,1135,1135,1995-08-31,18.29375
1136,1136,1136,1995-09-30,16.00625
1137,1137,1137,1995-10-31,12.0875
1138,1138,1138,1995-11-30,6.69375
1139,1139,1139,1995-12-31,1.81875
1140,1140,1140,1996-01-31,-0.075
1141,1141,1141,1996-02-29,2.15
1142,1142,1142,1996-03-31,6.61875
1143,1143,1143,1996-04-30,11.25625
1144,1144,1144,1996-05-31,13.375
1145,1145,1145,1996-06-30,17.29375
1146,1146,1146,1996-07-31,19.30625
1147,1147,1147,1996-08-31,18.08125
1148,1148,1148,1996-09-30,16.6625
1149,1149,1149,1996-10-31,11.15
1150,1150,1150,1996-11-30,6.09375
1151,1151,1151,1996-12-31,1.8875
1152,1152,1152,1997-01-31,-0.36875
1153,1153,1153,1997-02-28,1.2125
1154,1154,1154,1997-03-31,5.78125
1155,1155,1155,1997-04-30,9.775
1156,1156,1156,1997-05-31,12.5125
1157,1157,1157,1997-06-30,17.325
1158,1158,1158,1997-07-31,19.9625
1159,1159,1159,1997-08-31,18.11875
1160,1160,1160,1997-09-30,16.71875
1161,1161,1161,1997-10-31,9.9
1162,1162,1162,1997-11-30,5.775
1163,1163,1163,1997-12-31,1.11875
1164,1164,1164,1998-01-31,-0.3375
1165,1165,1165,1998-02-28,1.78125
1166,1166,1166,1998-03-31,4.83125
1167,1167,1167,1998-04-30,11.78125
1168,1168,1168,1998-05-31,15.18125
1169,1169,1169,1998-06-30,18.45625
1170,1170,1170,1998-07-31,19.83125
1171,1171,1171,1998-08-31,19.0625
1172,1172,1172,1998-09-30,16.50625
1173,1173,1173,1998-10-31,13.15625
1174,1174,1174,1998-11-30,6.3375
1175,1175,1175,1998-12-31,2.125
1176,1176,1176,1999-01-31,0.3875
1177,1177,1177,1999-02-28,2.60625
1178,1178,1178,1999-03-31,6.75
1179,1179,1179,1999-04-30,12.85
1180,1180,1180,1999-05-31,15.90625
1181,1181,1181,1999-06-30,18.64375
1182,1182,1182,1999-07-31,20.1125
1183,1183,1183,1999-08-31,19.11875
1184,1184,1184,1999-09-30,18.125
1185,1185,1185,1999-10-31,13.275
1186,1186,1186,1999-11-30,7.925
1187,1187,1187,1999-12-31,3.40625
1188,1188,1188,2000-01-31,0.625
1189,1189,1189,2000-02-29,0.21875
1190,1190,1190,2000-03-31,5.7375
1191,1191,1191,2000-04-30,13.26875
1192,1192,1192,2000-05-31,18.11875
1193,1193,1193,2000-06-30,18.51875
1194,1194,1194,2000-07-31,19.45625
1195,1195,1195,2000-08-31,18.93125
1196,1196,1196,2000-09-30,16.55
1197,1197,1197,2000-10-31,13.3625
1198,1198,1198,2000-11-30,7.51875
1199,1199,1199,2000-12-31,3.15
1200,1200,1200,2001-01-31,0.1125
1201,1201,1201,2001-02-28,2.7375
1202,1202,1202,2001-03-31,7.05
1203,1203,1203,2001-04-30,11.775
1204,1204,1204,2001-05-31,17.0625
1205,1205,1205,2001-06-30,18.19375
1206,1206,1206,2001-07-31,19.25625
1207,1207,1207,2001-08-31,19.1125
1208,1208,1208,2001-09-30,16.45625
1209,1209,1209,2001-10-31,13.0625
1210,1210,1210,2001-11-30,7.525
1211,1211,1211,2001-12-31,3.14375
1212,1212,1212,2002-01-31,0.24375
1213,1213,1213,2002-02-28,1.1375
1214,1214,1214,2002-03-31,7.325
1215,1215,1215,2002-04-30,12.34375
1216,1216,1216,2002-05-31,16.3
1217,1217,1217,2002-06-30,18.6375
1218,1218,1218,2002-07-31,20.00625
1219,1219,1219,2002-08-31,19.4875
1220,1220,1220,2002-09-30,14.93125
1221,1221,1221,2002-10-31,12.78125
1222,1222,1222,2002-11-30,7.75625
1223,1223,1223,2002-12-31,3.1625
1224,1224,1224,2003-01-31,0.0375
1225,1225,1225,2003-02-28,1.5125
1226,1226,1226,2003-03-31,5.8625
1227,1227,1227,2003-04-30,11.78125
1228,1228,1228,2003-05-31,13.80625
1229,1229,1229,2003-06-30,18.9875
1230,1230,1230,2003-07-31,19.58125
1231,1231,1231,2003-08-31,18.68125
1232,1232,1232,2003-09-30,16.5625
1233,1233,1233,2003-10-31,12.0375
1234,1234,1234,2003-11-30,6.20625
1235,1235,1235,2003-12-31,2.75
1236,1236,1236,2004-01-31,0.4625
1237,1237,1237,2004-02-29,2.94375
1238,1238,1238,2004-03-31,9.8125
1239,1239,1239,2004-04-30,13.2625
1240,1240,1240,2004-05-31,15.25625
1241,1241,1241,2004-06-30,17.7
1242,1242,1242,2004-07-31,19.80625
1243,1243,1243,2004-08-31,18.5125
1244,1244,1244,2004-09-30,17.04375
1245,1245,1245,2004-10-31,10.95
1246,1246,1246,2004-11-30,7.55625
1247,1247,1247,2004-12-31,3.425
1248,1248,1248,2005-01-31,-0.64375
1249,1249,1249,2005-02-28,0.21875
1250,1250,1250,2005-03-31,6.8375
1251,1251,1251,2005-04-30,10.9625
1252,1252,1252,2005-05-31,13.6125
1253,1253,1253,2005-06-30,18.925
1254,1254,1254,2005-07-31,19.0375
1255,1255,1255,2005-08-31,19.20625
1256,1256,1256,2005-09-30,17.1875
1257,1257,1257,2005-10-31,12.575
1258,1258,1258,2005-11-30,6.68125
1259,1259,1259,2005-12-31,2.0
1260,1260,1260,2006-01-31,0.0625
1261,1261,1261,2006-02-28,5.0
1262,1262,1262,2006-03-31,6.975
1263,1263,1263,2006-04-30,9.63125
1264,1264,1264,2006-05-31,17.91875
1265,1265,1265,2006-06-30,17.83125
1266,1266,1266,2006-07-31,20.13125
1267,1267,1267,2006-08-31,18.825
1268,1268,1268,2006-09-30,16.45
1269,1269,1269,2006-10-31,13.44375
1270,1270,1270,2006-11-30,7.45
1271,1271,1271,2006-12-31,2.28125
1272,1272,1272,2007-01-31,0.85625
1273,1273,1273,2007-02-28,2.88125
1274,1274,1274,2007-03-31,6.1
1275,1275,1275,2007-04-30,14.60625
1276,1276,1276,2007-05-31,16.2625
1277,1277,1277,2007-06-30,18.6375
1278,1278,1278,2007-07-31,19.5875
1279,1279,1279,2007-08-31,19.425
1280,1280,1280,2007-09-30,16.95
1281,1281,1281,2007-10-31,11.825
1282,1282,1282,2007-11-30,7.60625
1283,1283,1283,2007-12-31,2.2125
1284,1284,1284,2008-01-31,-1.19375
1285,1285,1285,2008-02-29,0.33125
1286,1286,1286,2008-03-31,9.40625
1287,1287,1287,2008-04-30,11.11875
1288,1288,1288,2008-05-31,16.225
1289,1289,1289,2008-06-30,19.9875
1290,1290,1290,2008-07-31,19.85625
1291,1291,1291,2008-08-31,18.25
1292,1292,1292,2008-09-30,16.15625
1293,1293,1293,2008-10-31,13.40625
1294,1294,1294,2008-11-30,7.6125
1295,1295,1295,2008-12-31,3.41875
1296,1296,1296,2009-01-31,1.7375
1297,1297,1297,2009-02-28,3.1625
1298,1298,1298,2009-03-31,7.25
1299,1299,1299,2009-04-30,11.89375
1300,1300,1300,2009-05-31,15.85
1301,1301,1301,2009-06-30,18.16875
1302,1302,1302,2009-07-31,19.9
1303,1303,1303,2009-08-31,20.16875
1304,1304,1304,2009-09-30,16.5125
1305,1305,1305,2009-10-31,12.64375
1306,1306,1306,2009-11-30,5.91875
1307,1307,1307,2009-12-31,2.475
1308,1308,1308,2010-01-31,0.8625
1309,1309,1309,2010-02-28,1.83125
1310,1310,1310,2010-03-31,9.725
1311,1311,1311,2010-04-30,14.2875
1312,1312,1312,2010-05-31,15.3125
1313,1313,1313,2010-06-30,17.24375
1314,1314,1314,2010-07-31,18.95
1315,1315,1315,2010-08-31,18.89375
1316,1316,1316,2010-09-30,16.03125
1317,1317,1317,2010-10-31,13.60625
1318,1318,1318,2010-11-30,8.0125
1319,1319,1319,2010-12-31,2.425
1320,1320,1320,2011-01-31,-0.96875
1321,1321,1321,2011-02-28,2.23125
1322,1322,1322,2011-03-31,6.55
1323,1323,1323,2011-04-30,11.33125
1324,1324,1324,2011-05-31,17.40625
1325,1325,1325,2011-06-30,19.4375
1326,1326,1326,2011-07-31,19.825
1327,1327,1327,2011-08-31,18.90625
1328,1328,1328,2011-09-30,16.43125
1329,1329,1329,2011-10-31,13.30625
1330,1330,1330,2011-11-30,7.9375
1331,1331,1331,2011-12-31,2.325
1332,1332,1332,2012-01-31,-1.15
1333,1333,1333,2012-02-29,0.26875
1334,1334,1334,2012-03-31,6.275
1335,1335,1335,2012-04-30,11.09375
1336,1336,1336,2012-05-31,15.175
1337,1337,1337,2012-06-30,18.98125
1338,1338,1338,2012-07-31,20.8625
1339,1339,1339,2012-08-31,19.0125
1340,1340,1340,2012-09-30,16.76875
1341,1341,1341,2012-10-31,11.89375
1342,1342,1342,2012-11-30,6.45625
1343,1343,1343,2012-12-31,2.94375
1344,1344,1344,2013-01-31,-0.76875
1345,1345,1345,2013-02-28,0.84375
1346,1346,1346,2013-03-31,6.9375
1347,1347,1347,2013-04-30,11.90625
1348,1348,1348,2013-05-31,16.0375
1349,1349,1349,2013-06-30,19.2375
1350,1350,1350,2013-07-31,20.4375
1351,1351,1351,2013-08-31,19.325
1352,1352,1352,2013-09-30,17.525
1353,1353,1353,2013-10-31,14.4375
1354,1354,1354,2013-11-30,6.825
1355,1355,1355,2013-12-31,3.18125
1356,1356,1356,2014-01-31,0.19375
1357,1357,1357,2014-02-28,0.9875
1358,1358,1358,2014-03-31,6.05625
1359,1359,1359,2014-04-30,10.7375
1360,1360,1360,2014-05-31,14.40625
1361,1361,1361,2014-06-30,19.30625
1362,1362,1362,2014-07-31,20.58125
1363,1363,1363,2014-08-31,19.69375
1364,1364,1364,2014-09-30,17.0375
1365,1365,1365,2014-10-31,12.88125
1366,1366,1366,2014-11-30,7.0625
1367,1367,1367,2014-12-31,1.75625
1368,1368,1368,2015-01-31,0.48125
1369,1369,1369,2015-02-28,2.45
1370,1370,1370,2015-03-31,5.425
1371,1371,1371,2015-04-30,11.625
1372,1372,1372,2015-05-31,15.2
1373,1373,1373,2015-06-30,18.26875
1374,1374,1374,2015-07-31,19.1625
1375,1375,1375,2015-08-31,18.49375
1376,1376,1376,2015-09-30,16.0875
1377,1377,1377,2015-10-31,13.09375
1378,1378,1378,2015-11-30,7.86875
1379,1379,1379,2015-12-31,2.68125
1380,1380,1380,2016-01-31,1.16875
1381,1381,1381,2016-02-29,2.775
1382,1382,1382,2016-03-31,7.00625
1383,1383,1383,2016-04-30,12.66875
1384,1384,1384,2016-05-31,15.93125
1385,1385,1385,2016-06-30,20.0125
1386,1386,1386,2016-07-31,20.18125
1387,1387,1387,2016-08-31,18.7
1388,1388,1388,2016-09-30,17.75
1389,1389,1389,2016-10-31,13.5125
1390,1390,1390,2016-11-30,7.0125
1391,1391,1391,2016-12-31,3.45625
1392,1392,1392,2017-01-31,-0.23125
1393,1393,1393,2017-02-28,2.59375
1394,1394,1394,2017-03-31,6.51875
1395,1395,1395,2017-04-30,13.20625
1396,1396,1396,2017-05-31,16.425
1397,1397,1397,2017-06-30,18.4375
1398,1398,1398,2017-07-31,19.88125
1399,1399,1399,2017-08-31,19.29375
1400,1400,1400,2017-09-30,17.025
1401,1401,1401,2017-10-31,13.96875
1402,1402,1402,2017-11-30,6.88125
1403,1403,1403,2017-12-31,3.05
1404,1404,1404,2018-01-31,1.66875
1405,1405,1405,2018-02-28,3.33125
1406,1406,1406,2018-03-31,9.04375
1407,1407,1407,2018-04-30,13.25625
1408,1408,1408,2018-05-31,15.40625
1409,1409,1409,2018-06-30,19.09375
1410,1410,1410,2018-07-31,19.9
1411,1411,1411,2018-08-31,20.03125
1412,1412,1412,2018-09-30,17.05
1413,1413,1413,2018-10-31,11.85625
1414,1414,1414,2018-11-30,6.94375
1415,1415,1415,2018-12-31,2.25
1416,1416,1416,2019-01-31,-0.26875
1417,1417,1417,2019-02-28,0.75625
1418,1418,1418,2019-03-31,5.65625
1419,1419,1419,2019-04-30,12.6875
1420,1420,1420,2019-05-31,14.41875
1421,1421,1421,2019-06-30,17.9125
1422,1422,1422,2019-07-31,19.98125
1423,1423,1423,2019-08-31,19.00625
1424,1424,1424,2019-09-30,17.88125
1425,1425,1425,2019-10-31,12.35
1426,1426,1426,2019-11-30,6.74375
1427,1427,1427,2019-12-31,1.1375
