,DATE,AVG MIN TEMPERATURE
0,1,-3.7583333332500004
1,2,-3.2
2,3,3.3416666665
3,4,6.34999999925
4,5,9.866666667499999
5,6,13.27500000175
6,7,15.700000001750002
7,8,15.6500000025
8,9,11.83333333325
9,10,6.8666666675000005
10,11,2.6750000000000003
11,12,-1.3750000002499998
12,13,-1.9
13,14,-1.5583333330000002
14,15,2.7583333334999995
15,16,6.425
16,17,11.2166666675
17,18,14.133333335750002
18,19,15.533333333249999
19,20,15.483333332499997
20,21,11.7000000025
21,22,6.5916666665
22,23,1.3500000000000003
23,24,-2.36666666675
24,25,-4.491666666
25,26,-3.075
26,27,-0.82500000025
27,28,4.566666666
28,29,9.399999999
29,30,14.299999999999999
30,31,15.26666666925
31,32,15.033333334249999
32,33,12.39166666575
33,34,7.24999999925
34,35,0.98333333325
35,36,-2.39999999975
36,37,-5.483333334
37,38,-1.4083333335
38,39,1.9916666667500003
39,40,6.841666667499999
40,41,10.19166666675
41,42,14.674999999999999
42,43,15.69999999925
43,44,15.416666667500001
44,45,11.27500000075
45,46,5.63333333425
46,47,1.7916666665000003
47,48,-1.2166666665
48,49,-5.149999999
49,50,-6.70000000075
50,51,-1.95833333325
51,52,4.774999999249999
52,53,11.1999999985
53,54,14.27499999925
54,55,16.075
55,56,15.733333332499999
56,57,11.95000000175
57,58,7.41666666675
58,59,2.4166666665000003
59,60,-2.1
60,61,-5.275
61,62,-4.250000001
62,63,0.7166666667500001
63,64,5.6
64,65,11.65
65,66,14.06666666825
66,67,16.1416666675
67,68,15.9499999975
68,69,11.333333334999999
69,70,7.2416666675
70,71,2.6166666664999996
71,72,-0.13333333324999996
72,73,-1.59999999975
73,74,-4.0250000009999995
74,75,-0.45833333325000014
75,76,5.83333333275
76,77,8.66666666825
77,78,12.49166666575
78,79,15.9916666675
79,80,15.09166666575
80,81,11.57499999825
81,82,6.1833333325
82,83,1.7416666664999996
83,84,-2.3916666665
84,85,-2.4749999997499996
85,86,-2.5916666667499997
86,87,1.44166666675
87,88,7.1416666665
88,89,10.0666666675
89,90,14.200000000000001
90,91,16.1999999975
91,92,14.633333332500001
92,93,10.991666667499999
93,94,5.35833333325
94,95,1.5083333332499995
95,96,-2.08333333325
96,97,-5.1916666675
97,98,-3.9333333332500002
98,99,2.3083333332500002
99,100,6.99999999925
100,101,10.3583333335
101,102,13.883333332500001
102,103,15.0
103,104,15.65
104,105,10.6833333325
105,106,6.424999999250001
106,107,3.3833333335
107,108,-1.5333333335
108,109,-3.35
109,110,-2.0916666665
110,111,0.9000000000000001
111,112,5.41666666575
112,113,11.20833333575
113,114,13.833333332499999
114,115,15.675
115,116,15.4416666675
116,117,11.75833333075
117,118,6.1833333325
118,119,0.7749999997499999
119,120,-4.2749999997499994
120,121,-3.3
121,122,-2.35
122,123,0.19999999999999996
123,124,6.07499999925
124,125,11.149999999250001
125,126,14.56666666825
126,127,16.1083333325
127,128,15.641666665749998
128,129,12.05833333425
129,130,6.54166666675
130,131,-0.68333333325
131,132,-2.7749999997500003
132,133,-3.1166666665
133,134,-1.01666666675
134,135,1.3333333335000002
135,136,7.200000000749999
136,137,10.433333335
137,138,14.46666666575
138,139,16.5166666675
139,140,14.9916666675
140,141,10.174999999
141,142,6.98333333325
142,143,0.7999999999999998
143,144,-2.0333333330000003
144,145,-2.2
145,146,-2.9499999999999997
146,147,-0.6166666665
147,148,6.333333334000001
148,149,10.208333334
149,150,13.30000000175
150,151,15.741666665000002
151,152,15.07500000075
152,153,11.13333333325
153,154,6.64999999925
154,155,0.56666666675
155,156,-2.075
156,157,-1.24166666675
157,158,-3.46666666675
158,159,0.7666666667500004
159,160,6.308333332499999
160,161,10.6083333325
161,162,14.916666667499998
162,163,15.658333335000002
163,164,15.324999998250002
164,165,12.5666666675
165,166,5.2
166,167,2.45
167,168,-3.15833333325
168,169,-3.4749999999999996
169,170,-3.9166666665
170,171,3.3416666665000005
171,172,6.6833333325
172,173,12.87499999925
173,174,14.5666666675
174,175,16.175
175,176,16.049999999999997
176,177,13.174999999999999
177,178,7.49166666575
178,179,1.9333333334999998
179,180,-2.24166666675
180,181,-1.94166666675
181,182,-3.21666666675
182,183,4.1000000000000005
183,184,7.83333333325
184,185,9.791666666
185,186,14.158333334249999
186,187,15.44999999925
187,188,15.691666667499998
188,189,11.5333333325
189,190,6.4749999992500005
190,191,-1.08333333325
191,192,-2.675
192,193,-2.2833333335
193,194,0.12499999999999978
194,195,1.5999999999999996
195,196,4.24166666675
196,197,9.566666667500002
197,198,13.833333332499999
198,199,15.6749999975
199,200,14.86666666575
200,201,10.9916666665
201,202,5.55
202,203,0.17500000000000004
203,204,-1.9333333332500002
204,205,-4.59166666675
205,206,-2.13333333325
206,207,1.2750000000000001
207,208,4.73333333325
208,209,12.2916666675
209,210,14.17500000175
210,211,16.2916666675
211,212,16.0833333325
212,213,11.22499999825
213,214,6.38333333425
214,215,0.19999999974999993
215,216,-3.9583333332499997
216,217,-5.20000000075
217,218,-4.55000000075
218,219,1.2166666667500003
219,220,6.050000000000001
220,221,9.9
221,222,14.725000001750002
222,223,15.8
223,224,14.933333333250001
224,225,10.2666666675
225,226,6.000000001
226,227,0.5999999997500003
227,228,-2.58333333325
228,229,-3.0666666670000002
229,230,-4.47500000075
230,231,0.85833333325
231,232,4.89166666675
232,233,7.041666665750001
233,234,12.41666666675
234,235,15.541666664999997
235,236,14.7166666675
236,237,11.6
237,238,7.000000001
238,239,1.2583333334999998
239,240,-3.0416666665000003
240,241,-3.23333333325
241,242,-3.7916666667500003
242,243,3.33333333325
243,244,8.549999998999999
244,245,11.39166666675
245,246,13.30833333325
246,247,15.89166666675
247,248,14.541666667500001
248,249,11.008333332500001
249,250,5.41666666575
250,251,1.23333333325
251,252,-0.8999999999999999
252,253,-3.341666667
253,254,-1.14166666675
254,255,3.2083333334999997
255,256,7.18333333225
256,257,10.17499999925
257,258,13.50000000175
258,259,15.925
259,260,15.474999999249999
260,261,11.17499999825
261,262,5.683333333249999
262,263,1.1666666667499999
263,264,-1.5
264,265,-3.3333333332499997
265,266,-2.9749999999999996
266,267,2.5666666664999997
267,268,7.233333334249999
268,269,9.591666666750001
269,270,14.575
270,271,14.741666665
271,272,14.808333333250001
272,273,10.41666666675
273,274,5.32500000075
274,275,0.30000000024999984
275,276,-2.9416666667499998
276,277,-4.08333333325
277,278,-2.2666666665000004
278,279,2.9416666664999997
279,280,6.94166666675
280,281,7.0
281,282,14.208333331750001
282,283,16.433333335
283,284,15.26666666425
284,285,10.3999999985
285,286,6.2916666675
286,287,0.5416666665000001
287,288,-1.6916666665
288,289,-4.92500000075
289,290,-4.84166666575
290,291,2.98333333325
291,292,8.1583333325
292,293,10.308333333250001
293,294,13.27500000175
294,295,15.533333335000002
295,296,14.908333334249999
296,297,11.53333333325
297,298,6.76666666725
298,299,-0.10000000000000009
299,300,-1.8833333335
300,301,-2.5749999999999997
301,302,-0.75
302,303,1.4416666665
303,304,4.1666666665
304,305,8.758333334
305,306,13.975
306,307,16.1666666675
307,308,15.8250000025
308,309,11.7916666675
309,310,5.891666666749999
310,311,-1.5833333335
311,312,-1.975
312,313,-4.9166666674999995
313,314,-3.9333333335
314,315,0.5499999999999998
315,316,6.316666666500001
316,317,9.48333333325
317,318,13.458333334999999
318,319,16.05
319,320,15.28333333075
320,321,11.30833333075
321,322,7.45000000025
322,323,1.19166666675
323,324,-1.258333333
324,325,-4.441666665750001
325,326,-2.27499999975
326,327,1.05
327,328,6.5583333335
328,329,11.60833333425
329,330,14.05833333425
330,331,15.516666665
331,332,14.966666664999998
332,333,10.625
333,334,7.049999999
