,1,2,3
666,20.3,16.1,10.6
667,14.4,8.3,5.8
668,7.8,6.1,5.5
669,1.6,2.7,0.5
671,23.3,19.0,13.7
672,17.1,11.3,9.3
673,10.4,9.1,8.8
674,4.1,5.6,3.7
676,30.4,26.0,20.5
677,24.0,18.0,15.7
678,17.5,16.0,15.9
679,11.1,12.6,10.5
681,35.9,31.1,24.9
682,29.1,22.3,19.7
683,21.5,20.1,19.6
684,14.8,16.3,13.9
686,39.1,34.6,28.8
687,33.2,26.7,24.3
688,26.0,24.8,24.6
689,19.8,21.3,18.6
691,35.6,32.4,28.4
692,30.8,26.3,25.2
693,25.2,25.2,26.0
694,21.1,22.9,21.1
696,33.0,30.1,26.4
697,28.7,24.4,23.4
698,23.2,23.5,24.3
699,19.3,21.1,19.7
701,31.9,28.4,24.1
702,26.9,22.0,20.7
703,20.9,20.6,20.9
704,16.2,17.8,15.9
706,31.3,27.3,22.1
707,25.8,20.2,18.2
708,19.5,18.5,18.3
709,13.7,15.1,12.8
711,24.4,20.3,15.3
712,19.2,13.5,11.2
713,13.2,11.6,10.9
714,7.0,8.1,5.7
716,19.0,14.9,9.9
717,14.0,8.4,5.9
718,8.4,6.1,5.0
719,2.3,2.9,0.4
721,18.4,14.2,8.8
722,13.3,7.3,4.7
723,7.4,5.1,4.1
724,1.0,1.7,-1.2
726,18.5,14.4,8.9
727,12.8,6.6,4.2
728,5.9,4.2,3.4
729,-0.6,0.4,-2.2
731,21.3,17.1,11.8
732,15.2,9.4,7.4
733,8.7,7.2,6.9
734,2.4,3.9,0.8
736,30.1,25.8,20.4
737,23.3,17.3,15.2
738,16.3,15.1,14.7
739,9.8,11.3,8.6
741,35.4,30.6,24.2
742,29.0,21.9,19.3
743,21.6,20.1,19.7
744,14.9,16.3,13.5
746,38.0,33.3,27.5
747,32.0,25.4,23.0
748,25.0,23.6,23.5
749,18.8,20.3,17.4
751,34.7,31.4,27.4
752,30.1,25.3,24.3
753,24.6,24.5,25.4
754,20.5,22.2,20.5
756,33.2,30.4,26.7
757,28.7,24.4,23.5
758,23.3,23.5,24.2
759,19.4,21.2,19.6
761,33.0,29.5,25.2
762,27.9,22.9,21.7
763,21.9,21.5,21.9
764,17.0,18.6,16.7
766,31.1,27.1,22.0
767,25.4,19.8,17.9
768,19.2,18.0,17.8
769,13.4,14.8,12.3
771,24.4,20.2,15.1
772,19.0,13.3,10.9
773,13.1,11.3,10.5
774,6.9,8.0,5.0
776,18.8,14.8,9.5
777,14.0,8.3,5.7
778,8.7,6.1,5.0
779,2.6,3.1,0.1
781,19.7,15.4,10.1
782,14.5,8.5,6.0
783,8.7,6.3,5.3
784,2.5,3.0,0.2
786,18.5,14.2,8.7
787,13.1,6.9,4.3
788,6.8,5.0,4.2
789,0.7,1.7,-0.9
791,23.2,19.0,13.6
792,17.3,11.4,9.3
793,10.7,9.4,9.2
794,4.8,6.2,3.8
796,30.2,25.8,20.1
797,23.5,17.4,15.2
798,16.9,15.5,15.2
799,10.6,12.1,9.7
801,36.3,31.4,25.3
802,29.2,22.4,19.9
803,21.8,20.2,19.7
804,14.9,16.5,13.6
806,39.8,35.2,29.3
807,33.9,27.3,24.8
808,26.9,25.6,25.5
809,20.9,22.5,19.7
811,35.4,32.1,28.0
812,30.9,26.2,25.1
813,25.3,25.3,26.1
814,21.4,23.3,21.6
816,33.3,30.3,26.5
817,29.0,24.7,23.8
818,23.7,23.8,24.6
819,19.8,21.6,20.0
821,34.2,30.6,26.3
822,29.2,24.2,22.8
823,23.3,23.0,23.5
824,18.9,20.5,18.5
826,29.6,25.4,20.3
827,24.0,18.4,16.4
828,17.8,16.7,16.5
829,12.0,13.4,10.9
831,24.6,20.5,15.4
832,19.1,13.5,11.2
833,12.9,11.3,10.6
834,6.6,7.8,5.0
836,17.9,13.9,9.0
837,12.9,7.3,4.9
838,7.2,5.0,3.9
839,0.9,1.6,-0.8
841,17.1,12.9,7.5
842,12.1,6.0,3.4
843,6.0,3.9,3.0
844,-0.4,0.3,-2.4
846,17.4,13.2,7.6
847,11.9,5.6,3.1
848,5.3,3.6,2.9
849,-1.5,-0.4,-2.9
851,25.3,21.0,15.6
852,19.5,13.5,11.2
853,12.5,11.0,10.7
854,6.5,7.5,5.1
856,30.9,26.5,20.8
857,24.5,18.4,16.1
858,17.7,16.4,16.2
859,11.4,13.0,10.6
861,38.9,34.2,27.7
862,32.3,25.4,22.8
863,24.8,23.2,22.8
864,18.0,19.6,16.7
866,39.2,34.6,28.7
867,33.2,26.6,24.2
868,26.1,24.8,24.7
869,19.9,21.4,18.6
871,35.1,31.9,28.0
872,30.3,25.7,24.8
873,24.1,24.3,24.9
874,19.7,21.6,19.9
876,34.2,31.3,27.6
877,29.8,25.5,24.5
878,24.3,24.4,25.1
879,20.4,22.2,20.5
881,35.0,31.4,27.1
882,29.9,24.9,23.6
883,23.9,23.5,23.9
884,19.3,20.9,18.9
886,32.7,28.6,23.8
887,26.9,21.5,19.6
888,20.6,19.5,19.3
889,14.7,16.1,13.7
891,26.3,22.1,16.8
892,21.3,15.4,12.9
893,15.4,13.7,13.0
894,9.4,10.4,7.9
896,19.7,15.6,10.5
897,15.0,9.1,6.6
898,9.5,7.3,6.3
899,3.7,4.3,1.8
901,18.9,14.6,9.3
902,13.2,7.1,4.7
903,7.0,4.9,3.8
904,0.5,1.3,-1.4
906,18.4,14.3,8.9
907,11.8,5.8,3.5
908,5.0,3.3,2.6
909,-1.7,-0.7,-2.9
911,26.6,22.5,17.2
912,20.4,14.6,12.7
913,13.7,12.4,12.1
914,7.3,8.9,6.6
916,31.8,27.4,21.8
917,25.3,19.3,17.1
918,18.7,17.3,17.0
919,12.3,13.9,11.6
921,35.5,30.8,24.5
922,28.8,22.0,19.4
923,21.4,19.9,19.4
924,14.7,16.2,13.7
926,38.4,33.9,28.5
927,32.1,25.8,23.6
928,24.9,23.7,23.4
929,18.6,20.3,17.6
931,35.0,31.6,27.7
932,30.3,25.5,24.6
933,24.7,24.7,25.4
934,20.6,22.4,20.7
936,33.8,30.7,26.8
937,29.5,25.0,23.9
938,24.2,24.3,25.1
939,20.6,22.4,20.9
941,33.3,29.9,25.5
942,28.3,23.3,22.0
943,22.3,22.0,22.5
944,17.7,19.4,17.5
946,31.2,27.2,22.3
947,25.6,20.2,18.3
948,19.4,18.4,18.1
949,13.6,15.1,12.8
951,23.4,19.4,14.6
952,18.3,12.5,10.2
953,12.0,10.3,9.3
954,5.3,6.8,4.1
956,18.5,14.6,9.4
957,13.7,8.0,5.5
958,7.6,5.4,4.1
959,1.5,1.9,-0.7
961,18.6,14.5,9.1
962,13.5,7.4,4.8
963,7.0,5.0,3.9
964,1.1,1.4,-1.3
966,20.8,16.6,11.0
967,15.1,9.0,6.4
968,8.8,6.8,6.3
969,2.4,3.4,0.8
971,24.4,20.2,14.7
972,18.6,12.6,10.5
973,12.0,10.6,10.3
974,6.0,7.3,4.8
976,28.6,24.2,18.4
977,22.6,16.3,13.7
978,15.9,14.5,14.3
979,10.0,11.2,8.6
981,34.3,29.5,23.1
982,27.9,21.0,18.3
983,21.3,19.3,19.2
984,14.9,16.4,13.6
986,38.1,33.6,27.8
987,32.0,25.5,23.2
988,25.0,23.8,23.6
989,18.7,20.4,17.7
991,34.2,30.9,27.0
992,29.5,24.9,23.9
993,23.9,24.0,24.7
994,19.7,21.6,20.0
996,32.6,29.7,26.1
997,28.3,24.0,23.1
998,23.3,23.4,24.3
999,19.6,21.4,19.8
1001,32.6,29.0,24.7
1002,27.6,22.6,21.3
1003,21.8,21.5,21.8
1004,17.3,18.9,17.0
1006,29.9,25.8,20.8
1007,24.3,18.7,16.8
1008,18.1,17.0,16.9
1009,12.3,13.7,11.3
1011,23.9,19.8,14.6
1012,18.6,12.9,10.6
1013,12.6,11.0,10.3
1014,6.4,7.5,4.8
1016,19.4,15.4,10.3
1017,14.6,8.9,6.3
1018,8.3,6.1,4.9
1019,1.9,2.5,-0.2
1021,16.1,12.0,6.7
1022,11.0,4.9,2.3
1023,4.9,2.6,1.6
1024,-1.6,-1.0,-3.6
1026,19.3,15.2,9.7
1027,13.5,7.4,5.0
1028,6.7,5.1,4.4
1029,0.1,1.2,-1.4
1031,23.2,19.1,13.8
1032,17.1,11.3,9.3
1033,10.2,9.1,9.0
1034,3.9,5.5,3.2
1036,28.1,23.8,18.2
1037,21.7,15.6,13.3
1038,14.9,13.6,13.4
1039,8.5,10.0,7.7
1041,37.7,33.1,26.8
1042,30.9,24.2,21.7
1043,23.4,22.0,21.4
1044,16.8,18.3,15.6
1046,38.6,34.1,28.3
1047,32.6,26.1,23.8
1048,25.9,24.6,24.5
1049,19.8,21.3,18.7
1051,35.4,32.3,28.4
1052,30.7,26.1,25.1
1053,24.8,25.0,25.7
1054,20.7,22.5,20.8
1056,34.2,31.2,27.6
1057,29.7,25.4,24.5
1058,24.4,24.5,25.3
1059,20.5,22.3,20.6
1061,32.9,29.4,25.1
1062,27.9,22.9,21.6
1063,21.9,21.6,22.1
1064,17.4,19.0,17.1
1066,30.8,26.8,21.8
1067,25.2,19.6,17.7
1068,18.9,17.8,17.6
1069,13.2,14.6,12.2
1071,24.4,20.4,15.3
1072,19.1,13.4,11.1
1073,12.2,10.7,9.6
1074,5.9,6.9,4.3
1076,17.7,13.8,8.7
1077,12.7,7.1,4.6
1078,5.9,3.9,2.4
1079,-0.6,0.0,-2.6
1081,16.4,12.3,7.2
1082,10.9,5.0,2.6
1083,3.5,1.8,0.2
1084,-3.2,-2.5,-5.0
1086,16.8,12.7,7.2
1087,11.0,4.9,2.4
1088,4.5,2.6,1.9
1089,-1.9,-1.0,-3.5
1091,23.6,19.4,14.2
1092,17.4,11.6,9.6
1093,10.0,8.8,8.3
1094,3.6,5.0,2.7
1096,29.5,25.2,19.6
1097,23.0,16.9,14.7
1098,16.3,14.7,14.4
1099,10.0,11.5,9.0
1101,35.3,30.6,24.3
1102,28.5,21.7,19.2
1103,21.1,19.6,19.1
1104,14.4,16.0,13.3
1106,39.6,35.2,29.4
1107,33.5,27.0,24.8
1108,26.1,25.0,24.5
1109,19.8,21.3,18.7
1111,34.9,31.7,27.8
1112,30.1,25.6,24.6
1113,24.6,24.5,25.1
1114,20.3,22.2,20.5
1116,32.9,30.0,26.4
1117,28.4,24.2,23.3
1118,23.4,23.4,24.2
1119,19.6,21.3,19.7
1121,32.1,28.6,24.4
1122,27.0,22.1,20.8
1123,20.9,20.7,21.0
1124,16.3,17.9,16.0
1126,30.4,26.4,21.4
1127,24.8,19.2,17.3
1128,18.6,17.4,17.2
1129,12.9,14.3,11.9
1131,24.2,20.2,15.1
1132,19.0,13.3,11.0
1133,13.2,11.4,10.7
1134,7.2,8.3,5.6
1136,18.3,14.3,9.2
1137,13.4,7.8,5.2
1138,7.9,5.7,4.7
1139,1.8,2.4,-0.1
1141,17.2,13.1,7.8
1142,12.1,6.0,3.5
1143,6.6,4.3,3.7
1144,0.2,1.0,-1.6
1146,17.0,13.0,7.5
1147,11.3,5.2,2.8
1148,4.2,2.7,2.1
1149,-2.4,-1.4,-3.9
1151,23.1,18.9,13.6
1152,16.9,11.1,9.0
1153,9.9,8.4,8.0
1154,3.5,4.9,2.4
1156,28.7,24.4,18.8
1157,22.0,16.0,13.8
1158,14.7,13.6,13.2
1159,8.1,9.7,7.3
1161,32.4,27.7,21.5
1162,25.6,18.8,16.3
1163,18.2,16.7,16.2
1164,11.6,13.1,10.4
1166,37.0,32.5,26.7
1167,31.1,24.6,22.3
1168,24.0,22.7,22.5
1169,17.8,19.3,16.7
1171,34.8,31.5,27.7
1172,29.9,25.4,24.4
1173,24.2,24.1,24.6
1174,20.0,21.8,20.1
1176,32.9,30.1,26.5
1177,28.5,24.2,23.4
1178,22.9,23.0,23.7
1179,19.0,20.7,19.2
1181,33.8,30.1,25.8
1182,28.5,23.5,22.2
1183,22.1,21.9,22.1
1184,17.3,19.0,17.0
1186,31.5,27.5,22.5
1187,25.8,20.2,18.3
1188,19.5,18.4,18.1
1189,13.7,15.1,12.6
1191,25.4,21.4,16.3
1192,20.0,14.3,12.1
1193,13.1,11.8,11.1
1194,6.6,7.8,5.2
1196,18.6,14.7,9.7
1197,13.4,7.9,5.6
1198,6.8,4.7,3.8
1199,0.1,0.8,-1.5
1201,17.6,13.5,8.2
1202,12.4,6.4,3.8
1203,5.9,4.1,3.2
1204,-0.6,0.2,-2.4
1206,17.6,13.4,7.8
1207,11.9,5.6,3.1
1208,5.2,3.4,2.9
1209,-1.4,-0.4,-2.9
1211,25.9,21.8,16.5
1212,19.4,13.7,11.9
1213,11.9,11.0,10.6
1214,5.2,6.8,4.6
1216,32.2,27.9,22.4
1217,25.5,19.6,17.4
1218,18.5,17.3,16.9
1219,11.8,13.5,11.1
1221,37.2,32.6,26.4
1222,30.3,23.6,21.2
